Term,Part Of Term,School,Subject,Course Number,Section Number,CRN,Title,Long_Crs_Desc,CurrentEnroll,Enrollment (Including Cross List),Max Enrollment (Including Cross List),Seats Available (Including Cross List),Wait List Count (Including Cross List),Wait List Available (Including Cross List),Part of Term Start Date,Part of Term End Date,Primary Instructor,Other Instructors,Meeting Times,Rooms
Fall 2018,Full Term,College of Liberal Arts,PHYS,321,T,10289,Mathematical Physics,,4,11,16,5,0,999,8/27/18,12/14/18,"Supplee, James",,MWF 02:40 PM - 03:45 PM,HSC S142
Fall 2018,Full Term,College of Liberal Arts,PHYS,332,J,10284,Thermal Physics,,3,3,16,13,0,999,8/27/18,12/14/18,"Kouh, Minjoon",,MWF 01:15 PM - 02:20 PM,HSC S305
Fall 2018,Full Term,College of Liberal Arts,PSCI,102,T,10421,Comparative Political Systems,,34,34,35,1,0,999,8/27/18,12/14/18,"Jordan, Jason",,MW 02:40 PM - 03:55 PM,BC 215
Fall 2018,Full Term,College of Liberal Arts,PSCI,103,J,10435,American Government and Politics,American Government and Politics,35,35,35,0,0,999,8/27/18,12/14/18,"Mundo, Philip",,MW 01:15 PM - 02:30 PM,BC 101
Fall 2018,Full Term,College of Liberal Arts,PSCI,104,M,10438,International Relations,,32,32,35,3,0,999,8/27/18,12/14/18,"Carter, Timothy",,TR 04:30 PM - 05:45 PM,BC 101
Fall 2018,Full Term,College of Liberal Arts,PSCI,104,Z,10427,International Relations,,35,35,35,0,0,999,8/27/18,12/14/18,"Carter, Timothy",,TR 02:40 PM - 03:55 PM,BC 101
Fall 2018,Full Term,College of Liberal Arts,PSCI,211,G,10433,"Law, Justice and Society",,25,25,25,0,4,995,8/27/18,12/14/18,"Lokaneeta, Jinee",,MW 11:50 AM - 01:05 PM,BC 203
Fall 2018,Full Term,College of Liberal Arts,PSCI,213,H,10434,Congress,,25,25,25,0,0,999,8/27/18,12/14/18,"McGuinn, Patrick",,TR 11:50 AM - 01:05 PM,BC 203
Fall 2018,Full Term,College of Liberal Arts,PSCI,225,K,10437,European Politics,,24,24,25,1,0,999,8/27/18,12/14/18,"Jordan, Jason",,TR 01:15 PM - 02:30 PM,BC 203
Fall 2018,Full Term,College of Liberal Arts,PSCI,233H,C,10640,Policing and the Rule of Law,"Policing and the Rule of Law: Gender, Race, and Citizenship",17,18,20,2,0,999,8/27/18,12/14/18,"Lokaneeta, Jinee",,MW 09:00 AM - 10:15 AM,BC 120
Fall 2018,Full Term,College of Liberal Arts,PSCI,241,J,10418,Global Feminisms,,13,25,25,0,0,999,8/27/18,12/14/18,"Arango-Vargas, Carolina",,MW 01:15 PM - 02:30 PM,BC 204
Fall 2018,Full Term,College of Liberal Arts,PSCI,260,F1,10430,Selected Topics: Inter. Relati,Selected Topics in International Relations: Environmental Security & Climate Change,10,24,25,1,1,998,8/27/18,12/14/18,"Carter, Timothy",,TR 10:25 AM - 11:40 AM,BC 203
Fall 2018,Full Term,College of Liberal Arts,PSCI,262,E,10415,Selected Topics: American Govt,Selected Topics in American Government and Politics: Latino Politics,11,14,25,11,0,999,8/27/18,12/14/18,"Mishra, Sangay",,MW 10:25 AM - 11:40 AM,BC 203
Fall 2018,Full Term,College of Liberal Arts,PSCI,283,X,10425,UN Community Internship,,0,0,20,20,0,999,8/27/18,12/14/18,"Yordan, Carlos",,MTWRF  - , 
Fall 2018,Full Term,College of Liberal Arts,PSCI,300,X,10882,Independent Study in Political Science,Independent Study in Political Science: Voter Behavior and Identity in the United States,1,1,1,0,0,999,8/27/18,12/14/18,"Mundo, Philip",,  - , 
Fall 2018,Full Term,College of Liberal Arts,PSCI,300,X1,10974,Independent Study in Political Science,Independent Study in Political Science: International Political Economy,1,1,1,0,0,999,8/27/18,12/14/18,"Yordan, Carlos",,  - , 
Fall 2018,Full Term,College of Liberal Arts,PSCI,300,X2,10988,Independent Study in Political Science,Independent Study in PSCI: Race Wars in the United States: A case study on Mass Incarceration,1,1,1,0,0,999,8/27/18,12/14/18,"Mishra, Sangay",,  - , 
Fall 2018,Full Term,College of Liberal Arts,PSCI,304,JT,10436,Democracy and Authoritarianism,,15,15,15,0,0,999,8/27/18,12/14/18,"Berbecel, Mihnea",,W 01:15 PM - 03:45 PM,BC 102
Fall 2018,Full Term,College of Liberal Arts,PSCI,317,JT,10420,Education Policy and Politics,,8,19,15,-4,1,998,8/27/18,12/14/18,"McGuinn, Patrick",,W 01:15 PM - 03:45 PM,BC 218
Fall 2018,Full Term,College of Liberal Arts,PSCI,334,JT,10731,Cultural Diversity and the Law,,13,13,15,2,0,999,8/27/18,12/14/18,"Mishra, Sangay",,M 01:15 PM - 03:45 PM,SEM 214
Fall 2018,Full Term,College of Liberal Arts,PSCI,380,X,10422,British Experiential Research Colloquium,London Semester Interdisciplinary Colloquium,3,3,15,12,0,999,8/27/18,12/14/18,"Levi, Neil",,  - , 
Fall 2018,Full Term,College of Liberal Arts,PSCI,381,X,10439,Contemporary British Politics,,5,5,15,10,0,999,8/27/18,12/14/18,"Levi, Neil",,  - , 
Fall 2018,Full Term,College of Liberal Arts,PSCI,383,X,10432,The United Nations System and the International Community,The United Nations System and the International Community,20,20,20,0,0,999,8/27/18,12/14/18,"Yordan, Carlos",,TR 10:00 AM - 12:30 PM, 
Fall 2018,Full Term,College of Liberal Arts,PSCI,384,X,10431,Research Seminar on the United Nations,,20,20,20,0,0,999,8/27/18,12/14/18,"Yordan, Carlos",,TR 12:45 PM - 03:15 PM, 
Fall 2018,Full Term,College of Liberal Arts,PSCI,400,X,10967,Capstone Seminar,,0,0,1,1,0,0,8/27/18,12/14/18,,,  - , 
Fall 2018,Full Term,College of Liberal Arts,PSCI,410,X,10864,Specialized Honors in Political Science I,Specialized Honors I: The Efficacy of Gun Violence Prevention Methods,1,1,1,0,0,999,8/27/18,12/14/18,"Mundo, Philip",,  - , 
Fall 2018,Full Term,College of Liberal Arts,PSCI,410,X1,10879,Specialized Honors in Political Science I,Specialized Honors I: Post 9/11 Constitutional Rights vs National Security,1,1,1,0,0,999,8/27/18,12/14/18,"Lokaneeta, Jinee",,  - , 
Fall 2018,Full Term,College of Liberal Arts,PSYC,101,D,10377,Introduction to Psychology,,45,45,45,0,0,999,8/27/18,12/14/18,"Jennings, George-Harold",,TR 09:00 AM - 10:15 AM,BC 101
Fall 2018,Full Term,College of Liberal Arts,PSYC,101,J,10387,Introduction to Psychology,,45,45,45,0,0,999,8/27/18,12/14/18,"Medvecky, Christopher",,MWF 01:15 PM - 02:20 PM,LC 28
Fall 2018,Full Term,College of Liberal Arts,PSYC,101,T,10396,Introduction to Psychology,,32,32,45,13,0,999,8/27/18,12/14/18,"Medvecky, Christopher",,MWF 02:40 PM - 03:45 PM,LC 28
Fall 2018,Full Term,College of Liberal Arts,PSYC,110,C,10370,Psychology Preceptorial,,18,18,20,2,0,999,8/27/18,12/14/18,"Rooney, Carolyn",,MW 09:00 AM - 10:15 AM,HSC S3A
Fall 2018,Full Term,College of Liberal Arts,PSYC,110,E,10379,Psychology Preceptorial,,20,20,20,0,0,999,8/27/18,12/14/18,"Rooney, Carolyn",,MW 10:25 AM - 11:40 AM,HSC S3A
Fall 2018,Full Term,College of Liberal Arts,PSYC,211,C,10375,Research Methods of Psychology,,11,11,14,3,0,999,8/27/18,12/14/18,"Kalagher, Hilary",,MW 09:00 AM - 10:15 AM,HSC S3B
Fall 2018,Full Term,College of Liberal Arts,PSYC,211,E,10382,Research Methods of Psychology,,14,14,14,0,0,999,8/27/18,12/14/18,"Kalagher, Hilary",,MW 10:25 AM - 11:40 AM,HSC S3B
Fall 2018,Full Term,College of Liberal Arts,PSYC,231,J,10386,Infancy and Childhood,,24,24,24,0,0,999,8/27/18,12/14/18,"Rooney, Carolyn",,MW 01:15 PM - 02:30 PM,HSC S3A
Fall 2018,Full Term,College of Liberal Arts,PSYC,231,T,10395,Infancy and Childhood,,22,22,24,2,0,999,8/27/18,12/14/18,"Rooney, Carolyn",,MW 02:40 PM - 03:55 PM,HSC S3A
Fall 2018,Full Term,College of Liberal Arts,PSYC,270,NJT,10843,Selected Topics in Pyschology,Selected Topics in Psychology: The Psychology of How Not To Be Miserable,29,29,35,6,0,999,8/27/18,12/14/18,"Cermele, Jill","Kalagher, Hilary",M 01:15 PM - 03:45 PM,SEM 101
Fall 2018,Full Term,College of Liberal Arts,PSYC,312,K,10389,Advanced Research Project In Psychology,Advanced Research Project in Psychology,8,8,8,0,0,999,8/27/18,12/14/18,"Medvecky, Christopher",,R 01:15 PM - 03:45 PM,HSC S3B
Fall 2018,Full Term,College of Liberal Arts,PSYC,342,R,10394,Social Psychology,,15,15,24,9,0,999,8/27/18,12/14/18,"Landrigan, Jenna",,W 07:00 PM - 09:30 PM,HSC S3A
Fall 2018,Full Term,College of Liberal Arts,PSYC,345,H,10384,Theories of Personality,,24,24,24,0,4,995,8/27/18,12/14/18,"Jennings, George-Harold",,TR 11:50 AM - 01:05 PM,HSC S3A
Fall 2018,Full Term,College of Liberal Arts,PSYC,353,D,10376,Cognition,,24,24,24,0,6,993,8/27/18,12/14/18,"Dolan, Patrick",,TR 09:00 AM - 10:15 AM,HSC S3A
Fall 2018,Full Term,College of Liberal Arts,PSYC,354,F,10383,Cognitive Neuroscience,,15,24,24,0,2,997,8/27/18,12/14/18,"Cousens, Graham",,TR 10:25 AM - 11:40 AM,HSC S3A
Fall 2018,Full Term,College of Liberal Arts,PSYC,354,KZ,10819,Cognitive Neuroscience,,3,13,24,11,0,999,8/27/18,12/14/18,"Cousens, Graham",,R 01:15 PM - 03:45 PM,HSC S3A
Fall 2018,Full Term,College of Liberal Arts,PSYC,364,KZ,10392,Seminar in Biopsychology,Seminar in Biopsychology: The Global Burden of Mental Illness,11,14,14,0,2,997,8/27/18,12/14/18,"Cousens, Graham",,T 01:15 PM - 03:55 PM,HSC S3B
Fall 2018,Full Term,College of Liberal Arts,PSYC,366,Q,10393,"Seminar in Learning, Memory and Cognition",The Psychology of Emotion,14,14,14,0,2,997,8/27/18,12/14/18,"Petrocelli, Roman",,T 07:00 PM - 09:30 PM,HSC S3B
Fall 2018,Full Term,College of Liberal Arts,PSYC,372,K,10641,Organizational Psy &Leadership,Organizational Psychology and Leadership,7,19,20,1,1,998,8/27/18,12/14/18,"de Voogt, Alexander",,TR 01:15 PM - 02:30 PM,BC 117
Fall 2018,Full Term,College of Liberal Arts,PSYC,394,X,10829,Directed Research in Psychology,,1,1,1,0,0,999,8/27/18,12/14/18,"Kalagher, Hilary",,  - , 
Fall 2018,Full Term,College of Liberal Arts,PSYC,394,X1,10830,Directed Research in Psychology,,1,1,1,0,0,999,8/27/18,12/14/18,"Kalagher, Hilary",,  - , 
Fall 2018,Full Term,College of Liberal Arts,PSYC,394,X2,10834,Directed Research in Psychology,,1,1,1,0,0,999,8/27/18,12/14/18,"Cermele, Jill",,  - , 
Fall 2018,Full Term,College of Liberal Arts,PSYC,394,X3,10885,Directed Research in Psychology,,1,1,1,0,0,999,8/27/18,12/14/18,"Morgan, Gregory",,  - , 
Fall 2018,Full Term,College of Liberal Arts,PSYC,396,X,10825,Independent Research in Psychology,Independent Research in Psychology: Career Paths in Psychology,0,0,1,1,0,999,8/27/18,12/14/18,"Kalagher, Hilary",,  - , 
Fall 2018,Full Term,College of Liberal Arts,PSYC,396,X1,10968,Independent Research in Psychology,Independent Study: Coaches in Youth Sports,1,1,1,0,0,0,8/27/18,12/14/18,"Rooney, Carolyn",,  - , 
Fall 2018,Full Term,College of Liberal Arts,PSYC,410,X,10828,Specialized Honors in Psychology I,Specialized Honors I: Tattoo Beliefs and Behaviors,1,1,1,0,0,0,8/27/18,12/14/18,"Dolan, Patrick",,  - , 
Fall 2018,Full Term,College of Liberal Arts,PSYC,410,X1,10902,Specialized Honors in Psychology I,"Specialized Honors I:Latino's Political Mobilization: Behaviors, Values in Context of 2016 Election",1,1,1,0,0,999,8/27/18,12/14/18,"Morgan, Gregory",,  - , 
Fall 2018,Full Term,College of Liberal Arts,PSYC,410,X2,10929,Specialized Honors in Psychology I,Specialized Honors 1: Intergroup Contact Theory,1,1,1,0,0,999,8/27/18,12/14/18,"Morgan, Gregory",,  - , 
Fall 2018,Full Term,College of Liberal Arts,PSYC,411,X,10842,Specialized Honors in Psychology II,Specialized Honors II: Parental Perceptions of Anxiety Treatment on Efficacy,1,1,1,0,0,0,8/27/18,12/14/18,"Kalagher, Hilary",,  - , 
Fall 2018,Full Term,College of Liberal Arts,REL,203,P,10403,Intermediate Topics in Religion: International,"Intermediate Topics in Religion: Religion, Culture, and Conflict",12,20,20,0,0,999,8/27/18,12/14/18,"Golden, Jonathan",,M 07:00 PM - 09:30 PM,SEM 101
Fall 2018,Full Term,College of Liberal Arts,REL,214,E,10397,Business Ethics,,28,35,35,0,6,993,8/27/18,12/14/18,"Cole, Darrell",,MW 10:25 AM - 11:40 AM,SEM 205
Fall 2018,Full Term,College of Liberal Arts,REL,214,J,10399,Business Ethics,,24,37,35,-2,1,998,8/27/18,12/14/18,"Cole, Darrell",,MW 01:15 PM - 02:30 PM,BC 215
Fall 2018,Full Term,College of Liberal Arts,REL,216,P,10401,Bio-Medical Ethics,,20,36,35,-1,3,996,8/27/18,12/14/18,"Cole, Darrell",,M 07:00 PM - 09:30 PM,BC 101
Fall 2018,Full Term,College of Liberal Arts,REL,250,F,10398,Introduction to Islam,,8,8,20,12,0,999,8/27/18,12/14/18,"Taylor, Christopher",,TR 10:25 AM - 11:40 AM,BC 118
Fall 2018,Full Term,College of Liberal Arts,RUSS,101,G,10291,Fundamentals of Oral and Written Russian,,8,9,15,6,0,999,8/27/18,12/14/18,"Ueland, Carol",,MWF 11:50 AM - 12:55 PM,BC 13A
Fall 2018,Full Term,College of Liberal Arts,RUSS,101H,G,10292,Fundamentals of Oral and Written Russian,,1,9,15,6,0,999,8/27/18,12/14/18,"Ueland, Carol",,MWF 11:50 AM - 12:55 PM,BC 13A
Fall 2018,Full Term,College of Liberal Arts,RUSS,103,H,10293,Basic Russian Conversation I,,8,8,12,4,0,999,8/27/18,12/14/18,"MacLachlan, Anna",,TR 11:50 AM - 12:40 PM,TIL 205
Fall 2018,Full Term,College of Liberal Arts,RUSS,201,E,10290,Intermediate Russian I,,9,9,15,6,0,999,8/27/18,12/14/18,"Price-Rom, Alison",,MWF 10:25 AM - 11:30 AM,TIL 206
Fall 2018,Full Term,College of Liberal Arts,RUSS,255,L,10294,"Russian, Soviet and Post-Soviet Cinema","Russian, Soviet, and Post-Soviet Cinema",7,10,15,5,0,999,8/27/18,12/14/18,"Ueland, Carol",,M 04:00 PM - 06:30 PM,SEM 116
Fall 2018,Full Term,College of Liberal Arts,RUSS,300,X,10787,Ind. Study: Russian,"Russian, Soviet and Post-Soviet Cinema - In Russian",3,10,15,5,0,0,8/27/18,12/14/18,,,  - , 
Fall 2018,Full Term,College of Liberal Arts,SOC,101,G,10445,Introduction to Sociology,,29,29,30,1,0,999,8/27/18,12/14/18,"Chun, Kyung-Tek",,MW 11:50 AM - 01:05 PM,BC 218
Fall 2018,Full Term,College of Liberal Arts,SOC,101,K,10451,Introduction to Sociology,,30,30,30,0,0,999,8/27/18,12/14/18,"Andrews, Christopher",,TR 01:15 PM - 02:30 PM,BC 218
Fall 2018,Full Term,College of Liberal Arts,SOC,101,VF,10443,Introduction to Sociology,,25,25,23,-2,0,999,8/27/18,12/14/18,"Andrews, Christopher",,TR 10:25 AM - 11:40 AM,HSC S244
Fall 2018,Full Term,College of Liberal Arts,SOC,101,Z,10456,Introduction to Sociology,,28,28,30,2,0,999,8/27/18,12/14/18,"Killian, Caitlin",,TR 02:40 PM - 03:55 PM,BC 218
Fall 2018,Full Term,College of Liberal Arts,SOC,210,C,10440,Sociological Research Methods,,10,10,20,10,0,999,8/27/18,12/14/18,"Moore, Kesha",,WF 09:00 AM - 10:15 AM,BC 104
Fall 2018,Full Term,College of Liberal Arts,SOC,225,K,10452,Sociology of Gender,,16,20,25,5,0,999,8/27/18,12/14/18,"Killian, Caitlin",,TR 01:15 PM - 02:30 PM,BC 201
Fall 2018,Full Term,College of Liberal Arts,SOC,226,KZ,10454,Sociology of Race and Ethnicity,,12,12,20,8,0,999,8/27/18,12/14/18,"Moore, Kesha",,R 01:15 PM - 03:45 PM,BC 216
Fall 2018,Full Term,College of Liberal Arts,SOC,242,J,10448,Sociology of Deviant Behavior,Sociology of Deviance,25,25,25,0,1,998,8/27/18,12/14/18,"Chun, Kyung-Tek",,MW 01:15 PM - 02:30 PM,SEM 109
Fall 2018,Full Term,College of Liberal Arts,SOC,250,KZ,10453,Sociology of Childhood and Youth,,8,8,25,17,0,999,8/27/18,12/14/18,"Rosenbloom, Susan",,R 01:15 PM - 03:45 PM,HSC S139
Fall 2018,Full Term,College of Liberal Arts,SOC,291,M,10457,Contemporary Issues in Sociology: US Topics,Contemporary Issues in Sociology: US Topics: The Non-Profit Sector,7,20,20,0,0,999,8/27/18,12/14/18,"Andrews, Tracy",,TR 04:30 PM - 05:45 PM,SEM 109
Fall 2018,Full Term,College of Liberal Arts,SOC,294,X,10962,Contemporary Issues in Sociology,Contemporary Issues in Sociology: Organizational Leadership,1,1,1,0,0,999,8/27/18,12/14/18,"Reader, Jonathan",,  - , 
Fall 2018,Full Term,College of Liberal Arts,SOC,294,X1,10963,Contemporary Issues in Sociology,Contemporary Issues in Sociology: Human Resource Management,1,1,1,0,0,999,8/27/18,12/14/18,"Andrews, Christopher",,  - , 
Fall 2018,Full Term,College of Liberal Arts,SOC,302,JT,10449,Urban Sociology,,17,17,20,3,0,999,8/27/18,12/14/18,"Moore, Kesha",,W 01:15 PM - 03:45 PM,BC 103
Fall 2018,Full Term,College of Liberal Arts,SOC,315,E,10441,Political Sociology,,23,23,25,2,0,999,8/27/18,12/14/18,"Reader, Jonathan",,MW 10:25 AM - 11:40 AM,LC 16
Fall 2018,Full Term,College of Liberal Arts,SOC,325,K,10450,Classical Sociological Theory,,16,16,25,9,0,999,8/27/18,12/14/18,"Reader, Jonathan",,TR 01:15 PM - 02:30 PM,SEM 205
Fall 2018,Full Term,College of Liberal Arts,SOC,410,X,10853,Specialized Honors in Sociology I,,1,1,1,0,0,999,8/27/18,12/14/18,"Reader, Jonathan",,  - , 
Fall 2018,Full Term,College of Liberal Arts,SOC,410,X1,10899,Specialized Honors in Sociology I,Specialized Honors I: Reproductive health care access in New Hampshire compared to other states,0,0,1,1,0,999,8/27/18,12/14/18,"Killian, Caitlin",,  - , 
Fall 2018,Full Term,College of Liberal Arts,SPAN,101,E,10295,Fundamentals of Oral and Written Spanish I,Fundamentals of Oral and Written Spanish,18,18,18,0,3,996,8/27/18,12/14/18,"Piccolo-Simmons, Antoinette",,MWF 10:25 AM - 11:30 AM,BC 216
Fall 2018,Full Term,College of Liberal Arts,SPAN,101,G,10300,Fundamentals of Oral and Written Spanish I,Fundamentals of Oral and Written Spanish,18,18,18,0,2,997,8/27/18,12/14/18,"Piccolo-Simmons, Antoinette",,MWF 11:50 AM - 12:55 PM,BC 216
Fall 2018,Full Term,College of Liberal Arts,SPAN,101,PR,10310,Fundamentals of Oral and Written Spanish I,Fundamentals of Oral and Written Spanish,15,15,18,3,0,999,8/27/18,12/14/18,"Ramos, Raul",,MW 07:00 PM - 08:40 PM,BC 103
Fall 2018,Full Term,College of Liberal Arts,SPAN,101,T,10311,Fundamentals of Oral and Written Spanish I,Fundamentals of Oral and Written Spanish,18,18,18,0,0,999,8/27/18,12/14/18,"Obregon, Felicidad",,MWF 02:40 PM - 03:45 PM,BC 104
Fall 2018,Full Term,College of Liberal Arts,SPAN,102,E,10296,Fundamentals of Oral and Written Spanish II,Fundamentals of Oral and Written Spanish II,18,18,18,0,0,999,8/27/18,12/14/18,"Turrero-Garcia, Maria",,MWF 10:25 AM - 11:30 AM,SEM 109
Fall 2018,Full Term,College of Liberal Arts,SPAN,102,J,10305,Fundamentals of Oral and Written Spanish II,Fundamentals of Oral and Written Spanish II,14,14,18,4,0,999,8/27/18,12/14/18,"Obregon, Felicidad",,MWF 01:15 PM - 02:20 PM,HSC S142
Fall 2018,Full Term,College of Liberal Arts,SPAN,102,L,10308,Fundamentals of Oral and Written Spanish II,Fundamentals of Oral and Written Spanish II,15,15,18,3,0,999,8/27/18,12/14/18,"Noguera, Nancy",,MW 04:30 PM - 06:10 PM,BC 103
Fall 2018,Full Term,College of Liberal Arts,SPAN,102,T,10312,Fundamentals of Oral and Written Spanish II,Fundamentals of Oral and Written Spanish II,6,6,18,12,0,999,8/27/18,12/14/18,"Turrero-Garcia, Maria",,MWF 02:40 PM - 03:45 PM,SEM 212
Fall 2018,Full Term,College of Liberal Arts,SPAN,200,X,10315,Spanish Internship,,0,0,0,0,0,0,8/27/18,12/14/18,,,  - , 
Fall 2018,Full Term,College of Liberal Arts,SPAN,201,E,10297,Intermediate Spanish,,17,17,18,1,0,999,8/27/18,12/14/18,"Aspinall, Mercedes",,MWF 10:25 AM - 11:30 AM,SEM 210
Fall 2018,Full Term,College of Liberal Arts,SPAN,201,G,10301,Intermediate Spanish,,18,18,18,0,0,999,8/27/18,12/14/18,"Aspinall, Mercedes",,MWF 11:50 AM - 12:55 PM,SEM 210
Fall 2018,Full Term,College of Liberal Arts,SPAN,201,J,10306,Intermediate Spanish,,18,18,18,0,0,999,8/27/18,12/14/18,"Turrero-Garcia, Maria",,MWF 01:15 PM - 02:20 PM,LC 16
Fall 2018,Full Term,College of Liberal Arts,SPAN,201,L,10309,Intermediate Spanish,,19,19,18,-1,2,997,8/27/18,12/14/18,"Turrero-Garcia, Maria",,MW 04:30 PM - 06:10 PM,BC 118
Fall 2018,Full Term,College of Liberal Arts,SPAN,251,E,10766,Selected Topics: U.S. and U. S. Reg. Contexts (Taught in English),Selected Topics: US & US Regional Context: Latino Politics,3,14,25,11,0,999,8/27/18,12/14/18,"Mishra, Sangay",,MW 10:25 AM - 11:40 AM,BC 203
Fall 2018,Full Term,College of Liberal Arts,SPAN,300,X,10676,Ind. Study: Spanish,,0,0,0,0,0,0,8/27/18,12/14/18,,,  - , 
Fall 2018,Full Term,College of Liberal Arts,SPAN,301,H,10304,Spanish Gram. in Cult. Context,Spanish Grammar in Cultural Contexts,14,14,18,4,0,999,8/27/18,12/14/18,"Cantero-Exojo, Monica",,TR 11:50 AM - 01:05 PM,BC 103
Fall 2018,Full Term,College of Liberal Arts,SPAN,303,F,10299,Spanish Grammar and Conversation for Heritage Learners,Spanish Grammar for Heritage Speakers,19,19,25,6,0,999,8/27/18,12/14/18,"Rosales, Raul",,TR 10:25 AM - 11:40 AM,BC 201
Fall 2018,Full Term,College of Liberal Arts,SPAN,306,F,10298,Spanish Conv.in Cult. Contexts,Spanish Conversation in Cultural Contexts,14,14,18,4,0,999,8/27/18,12/14/18,"Cantero-Exojo, Monica",,TR 10:25 AM - 11:40 AM,BC 104
Fall 2018,Full Term,College of Liberal Arts,SPAN,308,G,10302,Spanish Composition,,6,6,15,9,0,99,8/27/18,12/14/18,"Noguera, Nancy",,MW 11:50 AM - 01:05 PM,LC 30
Fall 2018,Full Term,College of Liberal Arts,SPAN,310,H,10303,Gateway to Hispanic Literature and Cultural Studies,"Gateway to Hispanic Literature and Cultural Studies: Identity, Performance, and Self-Representation",23,23,18,-5,1,998,8/27/18,12/14/18,"Rosales, Raul",,TR 11:50 AM - 01:05 PM,BC 201
Fall 2018,Full Term,College of Liberal Arts,SPAN,379,K,10307,Doing Business in the Hispanic World,Doing Business in the Hispanic World,17,17,18,1,0,999,8/27/18,12/14/18,"Cantero-Exojo, Monica",,TR 01:15 PM - 02:30 PM,BC 104
Fall 2018,Full Term,College of Liberal Arts,SPAN,394,T,10313,Hispanic Studies Seminar,"Hispanic Studies Seminar: Transatlantic Exchanges - A Cultural History of Food, 1492-Present",14,14,18,4,0,999,8/27/18,12/14/18,"Noguera, Nancy",,MW 02:40 PM - 03:55 PM,SEM 109
Fall 2018,Full Term,College of Liberal Arts,SPAN,400,X,10314,Hispanic Studies Senior Capstone,Hispanic Studies Senior Capstone,6,6,18,12,0,99,8/27/18,12/14/18,"Noguera, Nancy",,  - , 
Fall 2018,Full Term,College of Liberal Arts,SPAN,410,X,10851,Specialized Honors in Spanish I,Specialized Honors I: Graffiti in the Spanish Speaking World,1,1,1,0,0,999,8/27/18,12/14/18,"Rosales, Raul",,  - , 
Fall 2018,Full Term,College of Liberal Arts,SPCH,101,D,10316,Speech Fundamentals,,15,15,14,-1,1,998,8/27/18,12/14/18,"McAdams, Anne",,TR 09:00 AM - 10:15 AM,ARTS 140
Fall 2018,Full Term,College of Liberal Arts,SPCH,101,F,10317,Speech Fundamentals,,13,13,14,1,0,999,8/27/18,12/14/18,"McAdams, Anne",,TR 10:25 AM - 11:40 AM,ARTS 140
Fall 2018,Full Term,College of Liberal Arts,STAB,301,X,10784,Study Abroad,,11,11,50,39,0,999,8/27/18,12/14/18,,,  - , 
Fall 2018,Full Term,College of Liberal Arts,STAT,120,D,10406,Statistical Computing in R,,22,22,30,8,0,999,8/27/18,12/14/18,"Casement, Christopher",,TR 09:00 AM - 10:15 AM,BC 120
Fall 2018,Full Term,College of Liberal Arts,THEA,101,F,10655,The Art of the Play,,20,20,20,0,0,999,8/27/18,12/14/18,"Lucie, Sarah",,TR 10:25 AM - 11:40 AM,BC 216
Fall 2018,Full Term,College of Liberal Arts,THEA,101,J,10499,The Art of the Play,,20,20,20,0,0,999,8/27/18,12/14/18,"Richards, Jamie",,MW 01:15 PM - 02:30 PM,ARTS 138
Fall 2018,Full Term,College of Liberal Arts,THEA,120,DF,10500,Theatre Technology,,18,18,20,2,0,999,8/27/18,12/14/18,"Elliott, Andrew",,TR 09:30 AM - 11:30 AM,ARTS 117
Fall 2018,Full Term,College of Liberal Arts,THEA,120L,JT,10522,Introduction to Theatre Lab,,7,7,20,13,0,999,8/27/18,12/14/18,"Elliott, Andrew",,W 01:15 PM - 03:15 PM,ARTS 117
Fall 2018,Full Term,College of Liberal Arts,THEA,120L,TL,10523,Introduction to Theatre Lab,,10,10,20,10,0,999,8/27/18,12/14/18,"Elliott, Andrew",,W 03:30 PM - 05:30 PM,ARTS 117
Fall 2018,Full Term,College of Liberal Arts,THEA,135,TL,10501,Acting and Directing,,12,12,12,0,1,998,8/27/18,12/14/18,"Richards, Jamie",,MW 02:40 PM - 05:00 PM,ARTS 138
Fall 2018,Full Term,College of Liberal Arts,THEA,135,ZM,10502,Acting and Directing,,12,12,12,0,0,999,8/27/18,12/14/18,,,TR 02:40 PM - 05:00 PM,ARTS 138
Fall 2018,Full Term,College of Liberal Arts,THEA,210,H,10503,Theatre History 1: Origins to Restoration,Theatre History 1: Origins to Restoration,27,27,35,8,0,999,8/27/18,12/14/18,"Lucie, Sarah",,TR 11:50 AM - 01:05 PM,LC 28
Fall 2018,Full Term,College of Liberal Arts,THEA,220,JT,10504,Theatre Design,,16,16,16,0,1,998,8/27/18,12/14/18,"Bazewicz, James",,MW 01:15 PM - 03:15 PM,ARTS 137
Fall 2018,1st Half Session,College of Liberal Arts,THEA,232,CE,10653,Actor's Lab: Monologues 1,,15,15,14,-1,0,999,8/27/18,10/16/18,"Ceraso, Christopher",,MW 09:40 AM - 11:40 AM,ARTS 140
Fall 2018,2nd Half Session,College of Liberal Arts,THEA,235,CE,10654,Movement for the Actor,Actor's Lab: Movement (Improvisation),14,14,14,0,0,999,10/17/18,12/14/18,"Ceraso, Christopher",,MW 09:40 AM - 11:40 AM,ARTS 140
Fall 2018,Full Term,College of Liberal Arts,THEA,255,DF,10505,Playwriting,,13,13,14,1,1,998,8/27/18,12/14/18,"McLaughlin, Rosemary",,TR 09:30 AM - 11:30 AM,ARTS 138
